AI CYBERATTACK,DATE ARTICLE,DESCRIPTION (ABSTRACT),KEYWORDS (5 ),SECTOR,SOURCE  URL,THREAT ACTOR,TITLE,TYPE OF INCIDENT
No,12/2/2018,"The opening ceremony of the PyeongChang 2018 Winter Olympics was severely impacted by a malicious and coordinated cyber-attack, leading to widespread IT failures including disrupted internet and television systems. Security researchers from Cisco's Talos division identified the culprit as a new destructive malware strain, which they named Olympic Destroyer, designed solely for data destruction without any exfiltration. This sophisticated wiper malware first deployed credential stealers to harvest both browser and system credentials, alongside utilising a list of hardcoded credentials to achieve lateral movement across the network. Subsequently, Olympic Destroyer initiated its destructive phase by deleting shadow volume copies, OS system backups, and Windows event logs, ultimately wiping writable files on network shares and rendering compromised machines unable to start. Attribution for this cyber-attack remains murky, with speculation pointing towards North Korea, Russia, or potentially Chinese threat actors due to observed code connections and geopolitical contexts","Olympic Destroyer, PyeongChang 2018 water olympics, destructive malware, wiper, credential stealing","Water, Sewage And Waste",https://www.bleepingcomputer.com/news/security/destructive-malware-wreaks-havoc-at-pyeongchang-2018-winter-olympics/,Havoc,Destructive Malware Wreaks Havoc at PyeongChang 2018 Winter Olympics,Malware
No,12/2/2025,"The newcomer Sarcoma ransomware group claimed responsibility for breaching Unimicron, a leading printed circuit board maker. They published samples of allegedly stolen files and threatened to leak 377 GB of SQL data and documents unless a ransom is paid. Unimicron disclosed that the ransomware attack occurred on January 30 and engaged an external cyber-forensic team for analysis. The company did not confirm any data breach, though the leaked samples appear authentic. Sarcomaâ€™s operations began in October 2024 and have rapidly grown, utilizing phishing, zero-day exploits, RDP exploitation, lateral movement, and data exfiltration to conduct targeted attacks.",Sarcoma; Unimicron; 377 GB; phishing; external forensics,Manufacturing,https://www.bleepingcomputer.com/news/security/sarcoma-ransomware-claims-breach-at-giant-pcb-maker-unimicron/,Sarcoma,Srcoma ransomware claims breach at giant PCB marker Unimicron,Ransomware
No,12/3/2025,"As of February 2025, Medusa developers and affiliates impacted over 300 organizations across multiple U.S. critical infrastructure sectors, including medical, education, and manufacturing, according to CISA and partners. The advisory, issued jointly with the FBI and MS-ISAC, encouraged adoption of mitigations such as patching, network segmentation, and blocking untrusted traffic. Medusa surfaced in January 2021 but saw a surge in activity from 2023 when it launched a data-leak blog to pressure victims via stolen data. The advisory highlights that the ransomware operation is active and evolving, necessitating proactive defenses. Organizations are urged to implement the recommended security measures to lower risk.","Medusa, CISA advisory, critical infrastructure, Mitigations, RaaS",Banking And Finance,https://www.bleepingcomputer.com/news/security/cisa-medusa-ransomware-hit-over-300-critical-infrastructure-orgs/,MEDUSA,CISA: Medusa ransomware hit over 300 critical infrastructure orgs,Ransomware
No,12/4/2018,"A pervasive malware distribution network called FakeUpdates operated for over four months, starting December 2017, using hacked websites to push fake software updates to unsuspecting visitors. Attackers injected malicious JavaScript into compromised sites, causing automated redirects to pages offering fake update packages pretending to be legitimate browser updates. Rather than delivering executables, the fake updates dropped JavaScript scripts from cloud file-sharing links, which then fetched banking trojans (like Chthonic) or remote-access tools such as NetSupport RAT. This evolved method of using botnets of compromised sites emerged as exploit kits waned, refocusing on social engineering and drive-by download tactics. The scale and sophistication of the infrastructure eventually allowed researchers and security tools to detect and counteract the campaign.","FakeUpdates campaign, Malicious JavaScript redirect, Banking Trojan (Chthonic), NetSupport RAT distribution, Social engineering via fake updates",Others,https://www.bleepingcomputer.com/news/security/malware-distribution-campaign-has-been-raging-for-more-than-four-months/,fakeupdates,Malware Distribution Campaign Has Been Raging for More Than Four Months,Malware
No,12/8/2024,"The EastWind campaign targets Russian government and IT organizations via spear-phishing RAR attachments containing malicious LNK files, initiating the infection chain.","EastWind, PlugY, GrewApacha, spear-phishing, cyber-espionage",Government,https://thehackernews.com/2024/08/russian-government-hit-by-eastwind.html,EastWind,EastWind Attack Deploys PlugY and GrewApacha Backdoors Using Booby-Trapped LNK Files,Phishing
No,13/1/2021,"A newly discovered Android remote access Trojan, dubbed Rogue,â€ can fully compromise infected devices and exfiltrate user data 
SecurityWeek. Developed collaboratively by malware authors Triangulum and HeXaGoN Dev, Rogue leverages Firebase servicesCloud Messaging, Realtime Database, and Cloud Firestorefor its commandâ€‘andâ€‘control operations 
SecurityWeek. Upon gaining necessary permissions, it hides its icon and registers as a device administrator; it even displays a warning (Are you sure to wipe all the data?â€) to deter uninstallation attempts 
SecurityWeek. The Trojan repeatedly prompts for permissions until granted, ensuring persistent control over the device 
SecurityWeek. The article underscores that Rogue demonstrates how mobile devices are increasingly vulnerable and emphasizes vigilance against such evolving threats","Rogue, Android RAT, Firebase, Deviceâ€‘admin, Triangulum","Information, Communication And Digital",https://www.securityweek.com/rogue-android-rat-can-take-control-devices-steal-data/,RogueRAT,Rogue' Android RAT Can Take Control of Devices. Steal Dara,Trojan
No,13/1/2022,"BlueNoroff, a subgroup of the Lazarus APT linked to North Korea, was found distributing a fake MetaMask browser extension to steal cryptocurrency. The malicious extension mimics the legitimate MetaMask wallet to trick users into installing it. Once active, it captures sensitive information such as private keys and wallet credentials. The stolen data is then used to siphon funds from victimsâ€™ crypto accounts. This campaign highlights the growing sophistication of social engineering and malware targeting crypto users.","BlueNoroff, MetaMask, fake extension, cryptocurrency theft, Lazarus APT",Banking And Finance,https://www.bleepingcomputer.com/news/security/bluenoroff-hackers-steal-crypto-using-fake-metamask-extension/,BlueNoroff,BlueNoroff hackers steal crypto using fake MetaMask extension,Malware
No,13/10/2023,DarkPink has begun exploiting the WinRAR zero-day vulnerability CVE-2023-38831 to target government entities in Vietnam and Malaysia.,"DarkPink, WinRAR zero-day, CVE-2023-38831, spear-phishing, TelePowerDropper",Government,https://securityboulevard.com/2023/10/apt-group-darkpink-exploits-winrar-0-day-to-target-multiple-entities-in-vietnam-and-malaysia/#google_vignette,DarkPink,APT Group DarkPink Exploits WinRAR 0-Day to Target Multiple Entities in Vietnam and Malaysia,APT
No,13/11/2020,"DarkSide claims to be building a distributed storage system in Iran to store and leak victimsâ€™ stolen data. To emphasize their commitment, the gang deposited $320 000 worth of Bitcoin on a hacker forum.","DarkSide, RaaS, distributed storage, Iran, data leak","Information, Communication And Digital",https://www.bleepingcomputer.com/news/security/darkside-ransomware-is-creating-a-secure-data-leak-service-in-iran/,DarkSide,DarkSide ransomware is creating a secure data leak service in Iran,Ransomware
No,13/12/2024,"Germany's Federal Office for Information Security (BSI) disrupted a malware operation where over 30,000 Android IoT devicesincluding digital picture frames, media players, and streamerscame with the BadBox malware pre-installed in firmware. Once connected to the internet, infected devices contacted malicious command-and-control servers to steal data, download additional malware, create fake email and messaging accounts, and commit ad fraud. The malware also enabled infected units to act as residential proxies for illicit traffic. To contain the threat, BSI redirected DNS queries (sinkholing), causing affected devices to communicate instead with police-controlled servers and effectively neutralizing the malwareâ€™s operations. Users were notified through ISPs and advised to disconnect or discard affected devices due to the firmware-level infection.",BadBox; pre-installed malware; IoT devices; sinkholing; firmware compromise,Others,https://www.bleepingcomputer.com/news/security/germany-blocks-badbox-malware-loaded-on-30-000-android-devices/,BADBOX,"Germany blocks BadBox malware loaded on 30,000 Android devices",Malware
No,13/2/2025,"The Sarcoma ransomware group claimed responsibility for a data-stealing ransomware attack on Taiwanese PCB manufacturer Unimicron. The company revealed that its IT systems were attacked on January 30 and that an external cyber forensics team was involved in the investigation. Sarcoma listed Unimicron on its Tor leak site on February 11, threatening to release stolen data publicly unless ransom was paid. Hackers posted screenshots of allegedly stolen documents, claiming possession of 377 GB of archived files. The group has targeted about 70 victims since October 2024 using a double extortion methodencrypting files and stealing data for leverage.",Sarcoma; double extortion; 377 GB files; PCB manufacturing; external forensics,Manufacturing,https://www.securityweek.com/circuit-board-maker-unimicron-targeted-in-ransomware-attack/,Sarcoma,Circuit Board Maker Unimicron Targeted in Ransomware Attack,Ransomware
No,13/4/2021,"CISA updated its advisory to include details about malware found on compromised Microsoft Exchange servers, including China Chopper webshells and DearCry ransomware.","CISA, China Chopper, DearCry, cryptominers, MARs","Information, Communication And Digital",https://www.securityweek.com/cisa-details-malware-found-hacked-exchange-servers/,Dearcry,CISA details malware found on hacked Exchange servers,Malware
No,13/5/2021,"Brenntag, a leading chemical distribution company, paid a $4.4 million ransom in Bitcoin to the DarkSide ransomware gang to receive a decryptor and prevent them from leaking stolen data.","DarkSide, Brenntag, ransomware, data theft, ransom negotiation",Others,https://www.bleepingcomputer.com/news/security/chemical-distributor-pays-44-million-to-darkside-ransomware/,DarkSide,Chemical distributor pays $4.4 million to DarkSide ransomware,Ransomware
